customer_id,cycle_start,cycle_end,billing_amount,last_payment_days_ago,plan_tier,tenure_months,monthly_usage_hours,active_days,login_count,avg_session_min,device_count,add_on_count,support_tickets,sla_breaches,promotions_redeemed,email_opens,email_clicks,last_campaign_days_ago,nps_score,region,is_autopay,is_discounted,has_family_bundle,churned_next_cycle
CUST_00014,2024-02-20,2024-03-21,599.22,2.5,standard,4.8,20.45,18.0,14.0,49.66,2.0,3.0,1.0,2.0,5.0,5.0,1.0,13.5,3.0,central,True,False,False,0
CUST_00015,2024-11-17,2024-12-17,564.32,7.0,standard,4.9,33.16,19.0,8.0,10.35,1.0,2.0,1.0,0.0,0.0,3.0,0.0,23.6,7.0,north,True,False,True,0
CUST_00016,2023-11-06,2023-12-06,577.55,0.9,standard,8.7,15.36,14.0,7.0,60.73,2.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,4.0,north,True,False,False,1
CUST_00017,2024-09-02,2024-10-02,616.96,15.3,standard,17.9,16.21,22.0,14.0,4.18,4.0,1.0,1.0,0.0,2.0,0.0,0.0,53.1,8.0,central,True,False,True,0
CUST_00018,2023-03-21,2023-04-20,567.88,8.7,standard,13.6,21.59,19.0,17.0,19.94,3.0,4.0,0.0,0.0,0.0,1.0,0.0,22.3,6.0,north,True,False,True,0
CUST_00019,2024-11-05,2024-12-05,995.94,12.1,premium,8.3,12.34,19.0,13.0,39.82,1.0,1.0,0.0,0.0,0.0,3.0,1.0,11.8,2.0,north,False,False,False,0
CUST_00020,2023-09-05,2023-10-05,568.48,1.9,standard,22.7,20.47,21.0,12.0,13.6,2.0,1.0,0.0,0.0,4.0,0.0,0.0,14.8,6.0,central,True,False,False,0
CUST_00021,2024-07-08,2024-08-07,978.1,0.7,premium,3.6,42.18,20.0,5.0,44.15,2.0,3.0,2.0,0.0,1.0,2.0,0.0,3.9,9.0,central,False,False,False,0
CUST_00022,2023-05-06,2023-06-05,964.44,1.9,premium,8.3,9.83,21.0,24.0,15.59,1.0,3.0,2.0,0.0,0.0,4.0,1.0,0.1,5.0,south,False,False,False,0
CUST_00023,2023-05-14,2023-06-13,599.49,0.7,standard,11.0,3.44,18.0,11.0,20.98,1.0,6.0,1.0,0.0,1.0,2.0,0.0,17.2,6.0,south,True,False,True,1
CUST_00024,2024-11-08,2024-12-08,255.11,7.7,basic,14.6,6.33,20.0,10.0,25.9,3.0,0.0,0.0,0.0,0.0,2.0,0.0,37.7,10.0,north,True,False,False,0
CUST_00025,2023-08-18,2023-09-17,576.19,9.5,standard,36.9,12.15,24.0,19.0,11.69,3.0,0.0,1.0,0.0,0.0,2.0,0.0,16.0,6.0,east,True,True,True,0
CUST_00026,2024-11-12,2024-12-12,1024.53,2.3,premium,5.3,32.53,15.0,9.0,11.15,3.0,0.0,1.0,0.0,0.0,4.0,1.0,6.8,9.0,south,True,True,False,0
CUST_00027,2023-07-26,2023-08-25,330.46,2.9,basic,17.3,24.97,20.0,12.0,36.4,1.0,2.0,0.0,0.0,0.0,2.0,0.0,25.3,4.0,south,True,False,False,0
CUST_00028,2024-06-16,2024-07-16,619.12,10.2,standard,21.5,8.13,18.0,24.0,11.63,3.0,0.0,0.0,0.0,3.0,2.0,0.0,1.6,7.0,east,True,True,False,0
CUST_00029,2024-01-19,2024-02-18,1041.46,4.7,premium,1.1,28.56,22.0,4.0,18.15,2.0,1.0,0.0,1.0,0.0,3.0,1.0,60.4,3.0,east,False,True,False,0
CUST_00030,2023-02-25,2023-03-27,259.41,2.7,basic,22.4,25.51,22.0,22.0,28.38,4.0,1.0,0.0,0.0,1.0,3.0,0.0,8.8,5.0,central,True,True,False,0
CUST_00031,2024-04-26,2024-05-26,596.26,10.0,standard,4.5,41.1,16.0,9.0,10.81,3.0,1.0,1.0,1.0,1.0,3.0,1.0,25.0,8.0,south,True,False,False,0
CUST_00032,2023-01-16,2023-02-15,301.26,3.2,basic,1.6,32.01,19.0,7.0,19.78,2.0,0.0,1.0,1.0,0.0,4.0,2.0,34.1,3.0,west,True,False,False,1
CUST_00033,2023-07-03,2023-08-02,357.56,6.0,basic,71.4,39.05,20.0,10.0,24.19,4.0,4.0,0.0,0.0,1.0,4.0,0.0,7.7,10.0,west,False,True,False,0
CUST_00034,2024-06-20,2024-07-20,591.88,9.7,standard,80.9,11.21,19.0,13.0,7.81,2.0,0.0,1.0,1.0,1.0,2.0,1.0,26.4,6.0,north,True,True,True,0
CUST_00035,2023-11-21,2023-12-21,323.04,57.0,basic,39.7,8.41,21.0,14.0,28.82,4.0,1.0,0.0,0.0,0.0,2.0,0.0,7.1,7.0,south,False,False,False,0
CUST_00036,2023-05-29,2023-06-28,349.81,57.6,basic,8.7,14.58,16.0,8.0,16.78,1.0,2.0,1.0,1.0,1.0,2.0,0.0,4.1,1.0,west,True,False,False,0
CUST_00037,2024-04-17,2024-05-17,1002.91,6.9,premium,2.5,14.94,22.0,16.0,10.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,25.5,6.0,south,False,True,True,0
CUST_00038,2024-02-18,2024-03-19,284.93,6.3,basic,27.7,18.68,22.0,14.0,26.14,1.0,2.0,2.0,0.0,0.0,2.0,0.0,3.5,4.0,south,True,True,False,0
CUST_00039,2023-07-19,2023-08-18,987.52,0.4,premium,13.9,9.61,16.0,11.0,44.44,1.0,1.0,0.0,0.0,0.0,2.0,0.0,5.7,10.0,west,False,False,False,0
CUST_00040,2024-01-13,2024-02-12,947.66,14.4,premium,3.1,13.08,21.0,9.0,27.58,2.0,0.0,3.0,0.0,0.0,5.0,2.0,9.2,5.0,south,False,False,True,1
CUST_00041,2024-04-29,2024-05-29,285.22,10.9,basic,16.4,56.16,17.0,18.0,9.19,1.0,1.0,1.0,1.0,0.0,5.0,1.0,7.8,4.0,east,True,False,False,0
CUST_00042,2024-08-14,2024-09-13,256.36,6.8,basic,1.0,24.56,18.0,5.0,22.66,2.0,3.0,0.0,0.0,0.0,2.0,1.0,5.3,5.0,north,True,False,False,0
CUST_00043,2023-10-07,2023-11-06,622.47,38.5,standard,57.6,22.34,20.0,13.0,25.92,2.0,2.0,0.0,2.0,0.0,3.0,0.0,1.8,7.0,central,True,False,False,0
CUST_00044,2023-05-16,2023-06-15,552.14,4.3,standard,7.2,28.35,21.0,15.0,20.78,3.0,1.0,2.0,1.0,1.0,2.0,0.0,4.9,7.0,west,False,True,False,1
CUST_00045,2023-05-10,2023-06-09,310.77,0.4,basic,26.1,9.18,18.0,9.0,59.48,4.0,0.0,2.0,0.0,0.0,5.0,0.0,10.8,10.0,central,False,True,False,0
CUST_00046,2024-01-25,2024-02-24,633.13,2.6,standard,9.0,7.24,19.0,19.0,39.88,2.0,2.0,0.0,0.0,1.0,5.0,2.0,0.6,2.0,north,True,False,True,0
CUST_00047,2023-11-04,2023-12-04,320.87,17.4,basic,17.6,21.96,21.0,7.0,21.52,2.0,1.0,4.0,0.0,2.0,7.0,2.0,4.2,8.0,east,True,False,True,0
CUST_00048,2023-02-09,2023-03-11,984.51,2.6,premium,19.0,6.45,16.0,6.0,69.08,4.0,2.0,0.0,0.0,1.0,4.0,1.0,12.4,5.0,east,True,False,False,0
CUST_00049,2023-06-01,2023-07-01,321.92,0.5,basic,4.9,11.04,18.0,8.0,16.8,1.0,0.0,0.0,0.0,0.0,5.0,1.0,11.7,6.0,east,False,False,False,1
CUST_00050,2024-04-12,2024-05-12,299.29,13.4,basic,83.8,4.24,16.0,13.0,43.4,1.0,1.0,0.0,0.0,0.0,4.0,1.0,32.7,0.0,east,False,False,False,0
CUST_00051,2023-03-28,2023-04-27,285.28,2.9,basic,35.8,36.46,20.0,16.0,41.86,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.7,2.0,west,True,False,False,0
CUST_00052,2024-04-03,2024-05-03,988.1,1.1,premium,67.3,25.38,22.0,8.0,43.27,1.0,0.0,3.0,0.0,1.0,5.0,1.0,5.1,8.0,west,True,True,False,0
CUST_00053,2023-10-31,2023-11-30,612.29,11.8,standard,54.1,14.48,16.0,10.0,45.96,1.0,2.0,2.0,0.0,0.0,2.0,0.0,7.1,8.0,south,True,True,True,0
CUST_00054,2023-02-28,2023-03-30,952.3,0.9,premium,21.9,64.04,19.0,12.0,19.28,2.0,0.0,1.0,0.0,0.0,5.0,2.0,18.9,5.0,south,True,False,False,0
CUST_00055,2023-12-21,2024-01-20,283.88,1.1,basic,61.2,38.62,19.0,18.0,51.45,3.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,9.0,north,True,True,False,0
CUST_00056,2024-05-07,2024-06-06,310.24,22.4,basic,2.2,23.57,19.0,7.0,18.16,3.0,0.0,1.0,1.0,0.0,7.0,0.0,2.0,4.0,south,True,True,False,1
CUST_00057,2023-07-23,2023-08-22,283.62,18.4,basic,5.2,43.65,20.0,8.0,47.64,3.0,3.0,0.0,0.0,1.0,4.0,0.0,4.8,8.0,north,True,False,False,1
CUST_00058,2024-09-27,2024-10-27,560.25,5.6,standard,1.1,19.62,21.0,10.0,34.13,1.0,1.0,0.0,0.0,0.0,2.0,0.0,13.2,8.0,north,False,False,False,1
CUST_00059,2023-05-08,2023-06-07,572.26,4.1,standard,9.4,24.74,19.0,12.0,82.03,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,6.0,north,False,True,False,0
CUST_00060,2024-11-06,2024-12-06,604.16,9.0,standard,11.8,22.83,18.0,10.0,7.4,4.0,0.0,1.0,0.0,0.0,2.0,0.0,25.7,4.0,east,False,False,False,0
CUST_00061,2024-09-11,2024-10-11,313.49,3.7,basic,7.6,17.73,16.0,13.0,12.83,3.0,0.0,3.0,0.0,0.0,1.0,0.0,6.1,10.0,central,True,True,False,0
CUST_00062,2024-02-28,2024-03-29,1031.54,10.0,premium,42.3,18.43,23.0,6.0,16.6,2.0,0.0,2.0,0.0,0.0,2.0,0.0,3.2,5.0,central,False,True,True,1
CUST_00063,2023-12-30,2024-01-29,322.42,10.6,basic,10.6,63.36,21.0,9.0,23.58,1.0,1.0,2.0,0.0,0.0,2.0,1.0,26.3,10.0,west,False,False,False,0
CUST_00064,2024-11-07,2024-12-07,1022.07,32.8,premium,7.9,29.17,18.0,8.0,24.57,2.0,1.0,0.0,0.0,1.0,2.0,1.0,43.6,10.0,north,True,False,True,0
CUST_00065,2024-09-24,2024-10-24,241.35,15.7,basic,18.8,45.53,18.0,12.0,37.33,3.0,1.0,0.0,0.0,1.0,4.0,1.0,0.3,6.0,east,True,True,False,0
CUST_00066,2023-12-17,2024-01-16,621.59,3.6,standard,3.6,10.2,22.0,14.0,67.51,4.0,3.0,0.0,0.0,1.0,4.0,1.0,17.2,9.0,south,False,False,True,0
CUST_00067,2023-01-14,2023-02-13,283.48,4.6,basic,38.9,16.63,22.0,11.0,9.06,2.0,3.0,1.0,0.0,1.0,5.0,1.0,6.6,3.0,south,False,True,True,0
CUST_00068,2023-10-14,2023-11-13,555.75,8.6,standard,1.9,9.9,20.0,5.0,8.47,2.0,1.0,0.0,0.0,0.0,6.0,0.0,13.2,10.0,west,True,False,False,0
CUST_00069,2023-08-21,2023-09-20,615.74,14.4,standard,104.0,38.46,23.0,8.0,47.31,1.0,0.0,0.0,0.0,0.0,2.0,1.0,13.2,10.0,west,True,False,False,0
CUST_00070,2023-02-15,2023-03-17,604.37,35.3,standard,35.5,40.87,18.0,3.0,86.65,4.0,1.0,1.0,0.0,1.0,10.0,1.0,45.2,5.0,north,False,False,False,0
CUST_00071,2023-10-31,2023-11-30,625.54,1.4,standard,5.3,28.27,18.0,11.0,1.24,4.0,2.0,3.0,0.0,0.0,1.0,0.0,20.9,4.0,north,False,True,True,1
CUST_00072,2024-03-06,2024-04-05,582.97,18.9,standard,1.0,77.11,17.0,15.0,9.94,1.0,0.0,0.0,0.0,1.0,5.0,1.0,9.3,8.0,south,False,False,True,0
CUST_00073,2023-03-16,2023-04-15,598.83,4.3,standard,40.6,40.22,20.0,12.0,57.21,3.0,0.0,0.0,0.0,0.0,2.0,1.0,21.7,7.0,south,True,False,False,0
CUST_00074,2024-04-03,2024-05-03,944.98,4.9,premium,29.5,22.98,19.0,10.0,50.34,3.0,0.0,2.0,1.0,1.0,5.0,0.0,7.7,7.0,south,True,False,False,0
CUST_00075,2023-06-11,2023-07-11,357.83,27.9,basic,31.3,22.14,15.0,9.0,10.34,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.4,5.0,south,True,True,False,0
CUST_00076,2024-05-12,2024-06-11,558.85,1.9,standard,35.4,29.0,15.0,13.0,110.88,2.0,1.0,1.0,0.0,1.0,3.0,0.0,3.1,8.0,central,False,False,False,0
CUST_00077,2024-07-15,2024-08-14,574.69,3.6,standard,1.8,41.57,23.0,13.0,22.16,2.0,1.0,0.0,0.0,0.0,5.0,0.0,6.1,8.0,north,False,False,False,0
CUST_00078,2023-03-09,2023-04-08,268.08,3.4,basic,10.7,30.53,27.0,14.0,54.78,2.0,0.0,3.0,0.0,0.0,2.0,0.0,8.6,5.0,north,True,True,False,0
CUST_00079,2024-06-18,2024-07-18,605.2,1.3,standard,3.0,16.11,15.0,13.0,31.12,4.0,1.0,0.0,0.0,0.0,2.0,0.0,4.4,8.0,south,True,False,False,0
CUST_00080,2023-04-10,2023-05-10,273.56,1.2,basic,47.7,16.02,19.0,13.0,24.49,1.0,0.0,2.0,0.0,1.0,5.0,2.0,18.0,9.0,east,False,False,False,0
CUST_00081,2024-03-01,2024-03-31,331.35,27.4,basic,23.4,26.41,18.0,9.0,19.7,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,10.0,south,False,False,False,0
CUST_00082,2024-04-04,2024-05-04,308.44,1.3,basic,9.6,14.73,16.0,12.0,89.13,1.0,3.0,1.0,0.0,1.0,4.0,1.0,21.7,7.0,west,False,False,False,0
CUST_00083,2024-07-12,2024-08-11,254.3,46.5,basic,1.6,48.27,20.0,19.0,22.12,2.0,1.0,2.0,0.0,1.0,6.0,1.0,16.3,5.0,east,True,False,False,1
CUST_00084,2024-02-02,2024-03-03,622.4,2.0,standard,8.9,26.64,20.0,8.0,7.92,3.0,2.0,0.0,0.0,0.0,6.0,0.0,10.2,8.0,west,False,True,False,0
CUST_00085,2024-03-05,2024-04-04,626.36,23.3,standard,9.4,8.52,22.0,7.0,48.63,4.0,0.0,1.0,0.0,1.0,0.0,0.0,32.7,2.0,east,False,True,False,0
CUST_00086,2023-05-22,2023-06-21,977.14,3.2,premium,31.4,21.12,16.0,14.0,13.21,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.5,9.0,west,True,False,False,1
CUST_00087,2023-03-07,2023-04-06,564.67,3.0,standard,24.4,23.01,19.0,15.0,35.36,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8,7.0,south,False,False,True,1
CUST_00088,2023-01-20,2023-02-19,310.96,12.2,basic,52.4,40.81,22.0,12.0,60.41,4.0,0.0,0.0,0.0,0.0,6.0,1.0,4.3,10.0,south,True,False,False,0
CUST_00089,2024-06-13,2024-07-13,1018.76,11.1,premium,15.3,21.5,19.0,17.0,26.01,1.0,1.0,3.0,1.0,0.0,3.0,0.0,8.0,10.0,east,False,True,False,0
CUST_00090,2023-03-24,2023-04-23,968.9,8.3,premium,3.1,69.39,21.0,17.0,34.45,3.0,1.0,0.0,0.0,1.0,1.0,0.0,20.4,7.0,west,False,True,False,0
CUST_00091,2024-05-03,2024-06-02,626.71,11.1,standard,30.0,31.91,22.0,8.0,22.48,1.0,1.0,0.0,0.0,0.0,4.0,1.0,53.2,8.0,central,True,False,False,0
CUST_00092,2023-05-23,2023-06-22,581.79,15.8,standard,34.3,8.4,22.0,8.0,8.09,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.7,3.0,east,False,False,False,1
CUST_00093,2023-07-19,2023-08-18,1034.5,9.2,premium,19.8,18.06,19.0,9.0,52.14,3.0,0.0,1.0,1.0,0.0,4.0,1.0,24.1,4.0,east,True,False,False,1
CUST_00094,2023-08-04,2023-09-03,551.61,27.5,standard,35.4,15.46,19.0,12.0,35.5,3.0,0.0,2.0,0.0,0.0,3.0,1.0,0.9,5.0,north,False,False,False,0
CUST_00095,2024-08-29,2024-09-28,977.0,24.5,premium,16.3,23.08,17.0,16.0,27.46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,east,False,False,True,1
CUST_00096,2024-07-05,2024-08-04,292.75,9.8,basic,17.8,58.12,21.0,19.0,7.41,4.0,0.0,1.0,0.0,1.0,3.0,0.0,6.1,5.0,central,False,True,False,0
CUST_00097,2024-07-21,2024-08-20,269.26,4.8,basic,13.4,12.97,16.0,19.0,15.03,2.0,2.0,1.0,1.0,0.0,3.0,0.0,40.5,7.0,south,False,False,False,0
CUST_00098,2024-03-27,2024-04-26,598.05,3.9,standard,1.0,5.9,19.0,17.0,89.85,2.0,1.0,1.0,2.0,0.0,5.0,2.0,11.0,6.0,west,True,False,False,0
CUST_00099,2024-08-01,2024-08-31,588.6,4.0,standard,2.7,18.94,22.0,18.0,60.33,2.0,1.0,3.0,0.0,0.0,5.0,2.0,15.0,5.0,north,True,False,True,0
CUST_00100,2023-04-30,2023-05-30,992.71,35.9,premium,1.0,14.72,20.0,10.0,62.27,1.0,3.0,1.0,0.0,0.0,1.0,0.0,22.9,5.0,west,True,False,False,1
CUST_00101,2024-06-18,2024-07-18,986.88,1.9,premium,24.3,28.38,16.0,14.0,50.61,1.0,3.0,2.0,0.0,1.0,5.0,2.0,22.4,6.0,south,False,True,False,0
CUST_00102,2023-05-21,2023-06-20,260.28,35.9,basic,9.1,4.19,20.0,16.0,21.62,4.0,0.0,1.0,0.0,0.0,5.0,1.0,6.2,4.0,east,True,False,False,1
CUST_00103,2023-07-15,2023-08-14,298.31,4.3,basic,17.1,43.37,16.0,13.0,21.7,3.0,1.0,2.0,0.0,0.0,2.0,0.0,6.3,7.0,central,False,False,True,0
CUST_00104,2023-10-06,2023-11-05,995.23,0.8,premium,57.2,26.3,22.0,3.0,52.01,3.0,1.0,2.0,0.0,0.0,4.0,0.0,31.2,9.0,north,True,True,True,0
CUST_00105,2023-11-15,2023-12-15,568.73,11.1,standard,6.9,26.5,16.0,13.0,1.0,4.0,0.0,3.0,0.0,3.0,6.0,1.0,11.2,8.0,central,False,False,False,0
CUST_00106,2024-08-31,2024-09-30,336.47,4.7,basic,12.7,22.29,20.0,13.0,20.1,2.0,2.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,central,True,False,False,0
CUST_00107,2024-04-20,2024-05-20,608.45,8.1,standard,33.8,7.4,15.0,15.0,6.33,4.0,4.0,2.0,0.0,1.0,0.0,0.0,10.6,5.0,central,False,False,False,0
CUST_00108,2024-11-09,2024-12-09,620.59,7.3,standard,6.2,22.86,17.0,13.0,30.03,2.0,0.0,0.0,0.0,0.0,4.0,1.0,13.9,8.0,central,False,False,False,1
CUST_00109,2023-04-10,2023-05-10,574.74,1.7,standard,1.9,15.76,18.0,8.0,62.65,3.0,1.0,0.0,0.0,1.0,4.0,1.0,2.5,10.0,south,False,False,False,0
CUST_00110,2023-07-30,2023-08-29,529.73,2.5,standard,8.2,5.52,18.0,14.0,28.15,1.0,1.0,2.0,0.0,2.0,2.0,1.0,25.2,9.0,central,False,False,False,0
CUST_00111,2024-02-14,2024-03-15,351.32,17.4,basic,4.2,14.06,22.0,12.0,21.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.6,1.0,central,False,True,False,0
CUST_00112,2023-01-22,2023-02-21,1004.06,3.5,premium,63.7,37.03,19.0,15.0,42.76,3.0,0.0,0.0,0.0,1.0,5.0,1.0,6.0,8.0,south,False,True,False,0
CUST_00113,2024-08-15,2024-09-14,609.91,5.0,standard,39.6,34.42,19.0,12.0,18.8,4.0,1.0,0.0,0.0,1.0,3.0,0.0,1.1,2.0,west,False,True,False,0
CUST_00114,2023-03-17,2023-04-16,608.62,10.2,standard,24.1,32.7,21.0,18.0,23.41,4.0,0.0,0.0,1.0,0.0,6.0,1.0,29.4,4.0,south,True,False,False,0
CUST_00115,2024-12-03,2025-01-02,310.97,3.0,basic,49.2,29.49,20.0,15.0,16.62,3.0,1.0,0.0,1.0,0.0,2.0,0.0,18.8,9.0,east,False,False,False,0
CUST_00116,2023-02-27,2023-03-29,567.09,5.5,standard,39.1,29.41,16.0,7.0,13.96,3.0,1.0,2.0,0.0,0.0,1.0,0.0,16.7,9.0,south,False,False,False,0
CUST_00117,2023-09-23,2023-10-23,268.14,0.5,basic,5.0,38.32,26.0,15.0,6.16,2.0,0.0,2.0,0.0,0.0,3.0,1.0,16.6,3.0,west,True,False,False,0
CUST_00118,2023-05-24,2023-06-23,268.22,20.5,basic,53.5,16.95,20.0,14.0,37.01,1.0,0.0,1.0,0.0,0.0,3.0,1.0,22.4,6.0,east,False,False,False,0
CUST_00119,2024-01-28,2024-02-27,615.54,1.4,standard,18.6,31.95,21.0,8.0,6.6,4.0,1.0,0.0,0.0,2.0,3.0,0.0,50.8,4.0,east,False,False,False,0
CUST_00120,2024-08-28,2024-09-27,262.6,12.5,basic,39.5,34.3,15.0,11.0,48.21,2.0,0.0,1.0,0.0,0.0,2.0,0.0,16.9,7.0,north,False,False,False,0
CUST_00121,2024-09-09,2024-10-09,553.14,4.2,standard,54.3,54.51,14.0,11.0,37.44,2.0,2.0,1.0,0.0,0.0,4.0,1.0,14.5,8.0,central,False,False,False,0
CUST_00122,2024-02-20,2024-03-21,279.72,4.6,basic,9.2,48.55,19.0,14.0,4.64,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.1,6.0,east,True,False,False,0
CUST_00123,2024-10-17,2024-11-16,590.83,7.3,standard,2.8,41.19,19.0,10.0,30.57,3.0,1.0,1.0,0.0,0.0,6.0,0.0,0.9,7.0,east,True,False,False,1
CUST_00124,2024-07-23,2024-08-22,297.51,0.9,basic,6.2,48.91,16.0,9.0,56.83,3.0,2.0,1.0,0.0,0.0,1.0,0.0,27.0,10.0,west,True,False,True,0
CUST_00125,2023-12-01,2023-12-31,284.41,3.8,basic,13.4,27.58,26.0,13.0,15.13,1.0,2.0,2.0,0.0,1.0,2.0,0.0,24.9,8.0,east,True,True,False,0
CUST_00126,2023-02-07,2023-03-09,313.53,14.5,basic,40.9,47.75,19.0,8.0,56.35,3.0,1.0,2.0,1.0,0.0,3.0,1.0,55.7,9.0,west,False,False,False,0
CUST_00127,2024-03-26,2024-04-25,1034.01,36.3,premium,47.3,19.33,24.0,8.0,28.31,4.0,1.0,1.0,0.0,0.0,0.0,0.0,17.9,4.0,central,True,False,False,0
CUST_00128,2023-06-25,2023-07-25,1000.47,2.8,premium,1.0,8.32,15.0,15.0,8.21,1.0,2.0,0.0,0.0,0.0,3.0,0.0,16.8,1.0,north,False,True,False,1
CUST_00129,2023-03-01,2023-03-31,333.86,1.1,basic,17.2,37.67,21.0,7.0,18.01,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.2,9.0,north,False,True,False,1
CUST_00130,2024-09-14,2024-10-14,615.5,10.9,standard,13.0,20.93,19.0,7.0,26.41,3.0,4.0,1.0,0.0,1.0,3.0,0.0,2.8,5.0,central,False,False,False,1
CUST_00131,2023-03-04,2023-04-03,570.35,9.7,standard,6.0,15.36,20.0,12.0,26.99,3.0,2.0,0.0,0.0,0.0,3.0,1.0,22.3,6.0,central,True,False,True,0
CUST_00132,2024-07-31,2024-08-30,973.6,5.0,premium,3.1,36.34,16.0,12.0,20.42,2.0,1.0,1.0,0.0,1.0,4.0,1.0,18.9,5.0,south,True,False,False,0
CUST_00133,2024-04-20,2024-05-20,272.08,7.9,basic,9.9,1.05,10.0,13.0,5.34,2.0,4.0,0.0,0.0,1.0,4.0,1.0,34.7,2.0,east,True,True,False,0
CUST_00134,2024-03-04,2024-04-03,593.27,7.7,standard,68.7,24.41,23.0,11.0,88.24,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.6,5.0,east,True,False,False,0
CUST_00135,2023-10-05,2023-11-04,290.63,0.8,basic,9.4,13.45,18.0,11.0,16.06,2.0,1.0,3.0,0.0,0.0,5.0,2.0,4.8,4.0,east,False,True,False,0
CUST_00136,2024-12-20,2025-01-19,316.84,25.5,basic,17.6,14.08,20.0,12.0,12.56,1.0,1.0,2.0,0.0,0.0,3.0,1.0,26.2,9.0,west,False,True,False,0
CUST_00137,2023-12-15,2024-01-14,994.29,6.8,premium,29.1,19.41,22.0,17.0,28.51,4.0,1.0,0.0,0.0,0.0,5.0,0.0,6.2,7.0,south,True,False,False,0
CUST_00138,2023-09-27,2023-10-27,606.43,1.1,standard,10.8,29.55,20.0,6.0,19.58,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.8,4.0,east,False,False,True,0
